Ticker,Symbols,CSVSymbol,1 Year Returns,2 Year Returns,5 Year Returns,10 Year Returns,,,,Date Modified
TATAINVEST,TATAINVEST.NS,NSE:TATAINVEST,0.2166110333,1.855698591,9.212714673,14.98717102,,,,
NLCINDIA,NLCINDIA.NS,NSE:NLCINDIA,-0.02082172702,1.080029586,4.721668362,2.823521414,,,,
CRISIL,CRISIL.NS,NSE:CRISIL,0.0389842941,0.2386255498,1.817221913,1.67922114,,,,
MEDANTA,MEDANTA.NS,NSE:MEDANTA,0.2160666087,0.9075708647,0.9075708647,0.9075708647,,,,
NH,NH.NS,NSE:NH,0.4140013055,0.6317499176,4.470328283,4.470328283,,,,
IPCALAB,IPCALAB.NS,NSE:IPCALAB,-0.08716216216,0.5142344766,0.3070441067,2.517771124,,,,
ACC,ACC.NS,NSE:ACC,-0.2454764655,-0.06909654517,0.3964075449,0.392855807,,,,
AWL,AWL.NS,NSE:AWL,-0.2666952667,-0.2463256908,-0.2463256908,-0.2463256908,,,,
APARINDS,APARINDS.NS,NSE:APARINDS,-0.1144674647,0.6137454265,29.32302643,20.04796163,,,,
DELHIVERY,DELHIVERY.NS,NSE:DELHIVERY,0.05843478261,0.08394680598,0.08394680598,0.08394680598,,,,
METROBRAND,METROBRAND.NS,NSE:METROBRAND,0.02276396513,0.1866629203,0.1866629203,0.1866629203,,,,
TATAELXSI,TATAELXSI.NS,NSE:TATAELXSI,-0.309617752,-0.2476351003,3.317580639,4.811271827,,,,
KPITTECH,KPITTECH.NS,NSE:KPITTECH,-0.2371605756,0.2052891933,10.37853615,10.37853615,,,,
COHANCE,COHANCE.NS,NSE:COHANCE,0,0,0,0,,,,
EXIDEIND,EXIDEIND.NS,NSE:EXIDEIND,-0.1687644221,0.5305137119,1.45965239,1.540878487,,,,
CENTRALBK,CENTRALBK.NS,NSE:CENTRALBK,-0.3794073829,-0.2502,1.314197531,-0.5377311961,,,,
3MINDIA,3MINDIA.NS,NSE:3MINDIA,-0.1616273458,-0.06825291901,0.6220907558,1.699145377,,,,
ASTERDM,ASTERDM.NS,NSE:ASTERDM,0.5311237824,0.9609006542,3.805741984,3.805741984,,,,
GLAND,GLAND.NS,NSE:GLAND,0.07052957822,0.1965899506,0.1965899506,0.1965899506,,,,
INOXWIND,INOXWIND.NS,NSE:INOXWIND,-0.4229236282,2.02660473,14.05672269,0.6661629664,,,,
GILLETTE,GILLETTE.NS,NSE:GILLETTE,0.1200410397,0.6375409385,0.8215864952,1.048091054,,,,
GODIGIT,GODIGIT.NS,NSE:GODIGIT,-0.04888588791,-0.04888588791,-0.04888588791,-0.04888588791,,,,
NIACL,NIACL.NS,NSE:NIACL,-0.1671080735,0.3922170653,0.8775156476,0.8775156476,,,,
HONAUT,HONAUT.NS,NSE:HONAUT,-0.2630166436,-0.09607259979,0.1338561765,3.001285991,,,,
CDSL,CDSL.NS,NSE:CDSL,0.003505257887,1.291333181,5.340434507,5.340434507,,,,
LICHSGFIN,LICHSGFIN.NS,NSE:LICHSGFIN,-0.1592681682,0.2459760181,1.131977819,0.3625516834,,,,
AJANTPHARM,AJANTPHARM.NS,NSE:AJANTPHARM,-0.2228030714,0.4899336842,1.423430396,1.602512025,,,,
MSUMI,MSUMI.NS,NSE:MSUMI,-0.0006350550381,0.1089969462,0.1089969462,0.1089969462,,,,
ITI,ITI.NS,NSE:ITI,0.1131840796,0.5796772567,1.593129139,12.07933194,,,,
NBCC,NBCC.NS,NSE:NBCC,-0.04029272492,1.900598491,5.826086957,1.657210965,,,,
APOLLOTYRE,APOLLOTYRE.NS,NSE:APOLLOTYRE,-0.06847630758,0.304676116,3.096921797,1.69319114,,,,
GRSE,GRSE.NS,NSE:GRSE,0.5971411487,2.521692723,15.18291979,15.18291979,,,,
AFFLE,AFFLE.NS,NSE:AFFLE,0.3146222037,0.9288162652,2.543100623,2.543100623,,,,
IGL,IGL.NS,NSE:IGL,-0.2465464592,-0.08908715334,0.02792243218,3.464885825,,,,
KIMS,KIMS.NS,NSE:KIMS,0.3368954899,0.872067365,0.872067365,0.872067365,,,,
GUJGASLTD,GUJGASLTD.NS,NSE:GUJGASLTD,-0.2938628749,-0.01200548822,0.4525130274,3.173992851,,,,
SUMICHEM,SUMICHEM.NS,NSE:SUMICHEM,-0.006387508872,0.3162533788,0.9012052283,0.9012052283,,,,
HINDCOPPER,HINDCOPPER.NS,NSE:HINDCOPPER,-0.03659499781,1.092376112,8.729394387,5.184788732,,,,
TATATECH,TATATECH.NS,NSE:TATATECH,-0.3783340919,-0.3783340919,-0.3783340919,-0.3783340919,,,,
AIAENG,AIAENG.NS,NSE:AIAENG,-0.3022597591,-0.08852934217,0.7729639539,2.204388291,,,,
LALPATHLAB,LALPATHLAB.NS,NSE:LALPATHLAB,-0.02356751593,0.3709423919,0.7886045494,0.7886045494,,,,
AMBER,AMBER.NS,NSE:AMBER,0.7966144758,1.860730901,3.363397953,3.363397953,,,,
AEGISVOPAK,AEGISVOPAK.NS,NSE:AEGISVOPAK,0,0,0,0,,,,
TVSHLTD,TVSHLTD.NS,NSE:TVSHLTD,-0.1271013911,1.286060736,1.286060736,1.286060736,,,,
AEGISLOG,AEGISLOG.NS,NSE:AEGISLOG,0.01441894305,0.01441894305,0.01441894305,0.01441894305,,,,
PPLPHARMA,PPLPHARMA.NS,NSE:PPLPHARMA,-0.09197408922,1.037628866,1.037628866,1.037628866,,,,
JBCHEPHARM,JBCHEPHARM.NS,NSE:JBCHEPHARM,-0.1304549078,0.1798325192,2.530529569,11.81318681,,,,
URBANCO,URBANCO.NS,NSE:URBANCO,0,0,0,0,,,,
MINDSPACE.RR,MINDSPACE.RR.NS,NSE:MINDSPACE.RR,0,0,0,0,,,,
SYNGENE,SYNGENE.NS,NSE:SYNGENE,-0.2839092027,-0.1683656905,0.1092058543,2.988291711,,,,
STARHEALTH,STARHEALTH.NS,NSE:STARHEALTH,-0.241268002,-0.2114408602,-0.2114408602,-0.2114408602,,,,
BANDHANBNK,BANDHANBNK.NS,NSE:BANDHANBNK,-0.2351469669,-0.3714568096,-0.4000377358,-0.4000377358,,,,
IRB,IRB.NS,NSE:IRB,-0.3208547558,0.3168224299,2.895852535,0.9425551471,,,,
SONACOMS,SONACOMS.NS,NSE:SONACOMS,-0.4387824433,-0.2746750966,-0.2746750966,-0.2746750966,,,,
SHYAMMETL,SHYAMMETL.NS,NSE:SHYAMMETL,-0.01473099915,1.085404428,1.085404428,1.085404428,,,,
KIOCL,KIOCL.NS,NSE:KIOCL,0.19994909,0.4274034822,3.056798623,3.056798623,,,,
OLAELEC,OLAELEC.NS,NSE:OLAELEC,-0.4619894282,-0.4619894282,-0.4619894282,-0.4619894282,,,,
EMAMILTD,EMAMILTD.NS,NSE:EMAMILTD,-0.245022669,0.1156422954,0.6325660699,0.02501427348,,,,
PEL,PEL.NS,NSE:PEL,0.06760895171,0.06484962406,-0.09094556104,0.3440094899,,,,
FSL,FSL.NS,NSE:FSL,0.07211394303,1.176864536,3.938535912,12.39138577,,,,
ZFCVINDIA,ZFCVINDIA.NS,NSE:ZFCVINDIA,-0.2150696906,-0.1569902007,1.202444321,0.8491372838,,,,
ANANDRATHI,ANANDRATHI.NS,NSE:ANANDRATHI,0.470592742,2.542627933,2.542627933,2.542627933,,,,
EMCURE,EMCURE.NS,NSE:EMCURE,-0.06755337767,-0.06755337767,-0.06755337767,-0.06755337767,,,,
IKS,IKS.NS,NSE:IKS,0,0,0,0,,,,
MANAPPURAM,MANAPPURAM.NS,NSE:MANAPPURAM,0.3665233535,0.9921652422,0.8275073505,11.18736383,,,,
TATACHEM,TATACHEM.NS,NSE:TATACHEM,-0.09081384828,-0.08676934851,2.28379773,4.81399598,,,,
DEEPAKNTR,DEEPAKNTR.NS,NSE:DEEPAKNTR,-0.3504201827,-0.1305364576,1.320414404,28.55484897,,,,
RAMCOCEM,RAMCOCEM.NS,NSE:RAMCOCEM,0.2203748311,0.1478779841,0.4641573271,2.277374566,,,,
EIHOTEL,EIHOTEL.NS,NSE:EIHOTEL,0.01606425703,0.6673989455,3.846743295,2.920454545,,,,
NAVINFLUOR,NAVINFLUOR.NS,NSE:NAVINFLUOR,0.3705088603,0.04166432639,1.291270292,18.30587941,,,,
WOCKPHARMA,WOCKPHARMA.NS,NSE:WOCKPHARMA,0.4816884542,5.436064153,4.85488959,0.1396378764,,,,
FORCEMOT,FORCEMOT.NS,NSE:FORCEMOT,1.535413962,3.794748989,16.10613993,16.10613993,,,,
NXST.RR,NXST.RR.NS,NSE:NXST.RR,0,0,0,0,,,,
BAYERCROP,BAYERCROP.NS,NSE:BAYERCROP,-0.1949596352,-0.07035596658,-0.1660267753,0.3271350777,,,,
WELCORP,WELCORP.NS,NSE:WELCORP,0.2147571736,1.245857418,7.541279922,6.722614841,,,,
ABSLAMC,ABSLAMC.NS,NSE:ABSLAMC,0.09015237967,0.937716263,0.937716263,0.937716263,,,,
SKFINDIA,SKFINDIA.NS,NSE:SKFINDIA,-0.1185857408,-0.06275821365,2.306955435,2.784556721,,,,
ANANTRAJ,ANANTRAJ.NS,NSE:ANANTRAJ,-0.05723017086,2.162628145,21.58569052,18.3086771,,,,
PFIZER,PFIZER.NS,NSE:PFIZER,-0.08713124486,0.3019747812,0.01585526984,0.9765855202,,,,
KEC,KEC.NS,NSE:KEC,-0.1092342915,0.3317106564,1.752397422,5.394448503,,,,
TIMKEN,TIMKEN.NS,NSE:TIMKEN,-0.2393554204,-0.03379304783,1.844389572,4.022218496,,,,
AADHARHFC,AADHARHFC.NS,NSE:AADHARHFC,0.04770300715,0.04770300715,0.04770300715,0.04770300715,,,,
PTCIL,PTCIL.NS,NSE:PTCIL,0.1502016241,1.865392421,1.865392421,1.865392421,,,,
MRPL,MRPL.NS,NSE:MRPL,-0.2897479733,0.3833512352,3.77,1.486293436,,,,
REDINGTON,REDINGTON.NS,NSE:REDINGTON,0.4411702014,0.7025495751,3.583898305,3.818278995,,,,
HBLENGINE,HBLENGINE.NS,NSE:HBLENGINE,0,0,0,0,,,,
NUVAMA,NUVAMA.NS,NSE:NUVAMA,-0.1051052817,1.329569378,1.329569378,1.329569378,,,,
BRIGADE,BRIGADE.NS,NSE:BRIGADE,-0.3019529483,0.5705318517,4.892743475,9.323965652,,,,
HSCL,HSCL.NS,NSE:HSCL,-0.2803318087,0.8780093061,8.136811024,29.13961039,,,,
ATHERENERG,ATHERENERG.NS,NSE:ATHERENERG,0,0,0,0,,,,
PNBHOUSING,PNBHOUSING.NS,NSE:PNBHOUSING,-0.117957216,0.3308834672,2.226487877,2.226487877,,,,
ERIS,ERIS.NS,NSE:ERIS,0.2513381251,0.9756141728,2.031678399,2.031678399,,,,
CESC,CESC.NS,NSE:CESC,-0.1658616741,0.8408791209,1.646445498,2.212272291,,,,
ASTRAZEN,ASTRAZEN.NS,NSE:ASTRAZEN,0.1294386444,0.9372537066,1.068556683,6.638423899,,,,
CHALET,CHALET.NS,NSE:CHALET,0.1045526589,0.8492085278,6.225598856,6.225598856,,,,
SUNTV,SUNTV.NS,NSE:SUNTV,-0.3476374156,-0.09747352622,0.1816593886,0.5157540961,,,,
SUNDRMFAST,SUNDRMFAST.NS,NSE:SUNDRMFAST,-0.2730711584,-0.1700957425,1.545295514,5.740569159,,,,
DEVYANI,DEVYANI.NS,NSE:DEVYANI,-0.1965395058,-0.159566787,-0.159566787,-0.159566787,,,,
CHAMBLFERT,CHAMBLFERT.NS,NSE:CHAMBLFERT,0.06153385858,0.8936132361,2.526838966,8.12864494,,,,
CREDITACC,CREDITACC.NS,NSE:CREDITACC,0.170129603,0.1031807603,1.03783319,1.03783319,,,,
ASAHIINDIA,ASAHIINDIA.NS,NSE:ASAHIINDIA,0.1481756339,0.495810506,3.548260657,5.455493741,,,,
JYOTICNC,JYOTICNC.NS,NSE:JYOTICNC,-0.2590200817,-0.2590200817,-0.2590200817,-0.2590200817,,,,
PSB,PSB.NS,NSE:PSB,-0.4690408017,-0.3479120879,1.672972973,-0.2034899329,,,,
KPIL,KPIL.NS,NSE:KPIL,-0.0242670137,1.023014047,1.023014047,1.023014047,,,,
ABREL,ABREL.NS,NSE:ABREL,0,0,0,0,,,,
SCHNEIDER,SCHNEIDER.NS,NSE:SCHNEIDER,0.01833518833,1.433711326,10.1722365,4.339066339,,,,
BIRET.RR,BIRET.RR.NS,NSE:BIRET.RR,0,0,0,0,,,,
SAGILITY,SAGILITY.NS,NSE:SAGILITY,0,0,0,0,,,,
ONESOURCE,ONESOURCE.NS,NSE:ONESOURCE,0,0,0,0,,,,
SARDAEN,SARDAEN.NS,NSE:SARDAEN,0.3265905752,1.69862069,25.47496617,59.88692946,,,,
KARURVYSYA,KARURVYSYA.NS,NSE:KARURVYSYA,0.1515925644,0.8680126962,6.908547966,2.278706283,,,,
KANSAINER,KANSAINER.NS,NSE:KANSAINER,-0.1975809088,-0.2447384615,-0.2259956485,0.554232888,,,,
MAHSCOOTER,MAHSCOOTER.NS,NSE:MAHSCOOTER,0.4470207092,1.257015021,5.244406915,17.63168831,,,,
JSWCEMENT,JSWCEMENT.NS,NSE:JSWCEMENT,0,0,0,0,,,,
ANGELONE,ANGELONE.NS,NSE:ANGELONE,-0.1544496577,0.1790636564,0.1790636564,0.1790636564,,,,
ECLERX,ECLERX.NS,NSE:ECLERX,0.5718400822,1.378598995,8.073866164,4.380740629,,,,
JSWHL,JSWHL.NS,NSE:JSWHL,1.039902752,2.915141255,7.061437908,18.83915072,,,,
HATSUN,HATSUN.NS,NSE:HATSUN,-0.2491001925,-0.2385842811,0.612793039,3.279036489,,,,
RPOWER,RPOWER.NS,NSE:RPOWER,0.1637952559,1.459630607,15.07241379,0.09541715629,,,,
NAVA,NAVA.NS,NSE:NAVA,0.2068348389,2.204136121,23.73105134,18.1831482,,,,
CASTROLIND,CASTROLIND.NS,NSE:CASTROLIND,-0.1963192639,0.4567077592,0.8286754665,-0.08232069438,,,,
BASF,BASF.NS,NSE:BASF,-0.3143411576,0.7912880708,2.288281194,3.318119859,,,,
NETWEB,NETWEB.NS,NSE:NETWEB,0.3469263658,3.40781046,3.40781046,3.40781046,,,,
CROMPTON,CROMPTON.NS,NSE:CROMPTON,-0.3233921457,0.01277900835,0.1391337677,0.1391337677,,,,
CAMS,CAMS.NS,NSE:CAMS,-0.1347011794,0.5722225566,0.5722225566,0.5722225566,,,,
POLYMED,POLYMED.NS,NSE:POLYMED,-0.1426647589,0.4776774381,3.485248789,9.541785252,,,,
FIRSTCRY,FIRSTCRY.NS,NSE:FIRSTCRY,-0.4268970699,-0.4268970699,-0.4268970699,-0.4268970699,,,,
NEULANDLAB,NEULANDLAB.NS,NSE:NEULANDLAB,0.1548144817,2.941437305,12.98956975,17.05637358,,,,
BIKAJI,BIKAJI.NS,NSE:BIKAJI,-0.2103330711,0.5327835471,0.5327835471,0.5327835471,,,,
DCMSHRIRAM,DCMSHRIRAM.NS,NSE:DCMSHRIRAM,0.1176388306,0.1282654742,2.289870985,10.092087,,,,
IIFL,IIFL.NS,NSE:IIFL,-0.1388537511,-0.2086343801,4.722969477,4.051369863,,,,
KAJARIACER,KAJARIACER.NS,NSE:KAJARIACER,-0.2188882788,-0.1207736494,1.4184,2.109842348,,,,
EIDPARRY,EIDPARRY.NS,NSE:EIDPARRY,0.2999515034,1.008993817,2.855447681,6.980647562,,,,
KFINTECH,KFINTECH.NS,NSE:KFINTECH,-0.02491296288,1.359260475,1.359260475,1.359260475,,,,
APLLTD,APLLTD.NS,NSE:APLLTD,-0.2033023736,0.2168658873,-0.03004920951,0.3494537509,,,,
CGCL,CGCL.NS,NSE:CGCL,-0.071484375,-0.004606365159,2.591990933,28.85243328,,,,
ATUL,ATUL.NS,NSE:ATUL,-0.1759524392,-0.1135377392,0.0232218226,3.171046025,,,,
GABRIEL,GABRIEL.NS,NSE:GABRIEL,1.404392276,3.029827066,11.03791469,14.11005354,,,,
ZENSARTECH,ZENSARTECH.NS,NSE:ZENSARTECH,0.1392467441,0.5258344333,3.084553256,4.123148031,,,,
DEEPAKFERT,DEEPAKFERT.NS,NSE:DEEPAKFERT,0.4557563338,1.530602332,9.471691792,11.59286117,,,,
ARE&M,ARE&M.NS,NSE:ARE&M,-0.2750733138,0.5530076959,0.3616083723,0.007591583023,,,,
SAILIFE,SAILIFE.NS,NSE:SAILIFE,0,0,0,0,,,,
MANYAVAR,MANYAVAR.NS,NSE:MANYAVAR,-0.4691404628,-0.4726638668,-0.4726638668,-0.4726638668,,,,
VENTIVE,VENTIVE.NS,NSE:VENTIVE,0,0,0,0,,,,
CARBORUNIV,CARBORUNIV.NS,NSE:CARBORUNIV,-0.3662158579,-0.195760074,2.838586629,5.094995218,,,,
GRINDWELL,GRINDWELL.NS,NSE:GRINDWELL,-0.3185692832,-0.2245330252,2.065562851,3.377173913,,,,
ACMESOLAR,ACMESOLAR.NS,NSE:ACMESOLAR,0,0,0,0,,,,
BEML,BEML.NS,NSE:BEML,0.1543339828,0.9155491906,6.322495023,2.549943703,,,,
GMDCLTD,GMDCLTD.NS,NSE:GMDCLTD,0.68324428,1.292164179,13.47114252,7.555710306,,,,
CENTURYPLY,CENTURYPLY.NS,NSE:CENTURYPLY,-0.08898281206,0.2652422321,3.90473301,4.148407643,,,,
UTIAMC,UTIAMC.NS,NSE:UTIAMC,0.06338776313,0.7116980176,0.7116980176,0.7116980176,,,,
TRAVELFOOD,TRAVELFOOD.NS,NSE:TRAVELFOOD,0,0,0,0,,,,
TBOTEK,TBOTEK.NS,NSE:TBOTEK,-0.101521391,-0.101521391,-0.101521391,-0.101521391,,,,
GSPL,GSPL.NS,NSE:GSPL,-0.212805559,0.1139596137,0.6270838677,1.755864466,,,,
GPIL,GPIL.NS,NSE:GPIL,0.2597003458,1.144363607,8.298830202,34.59294437,,,,
CAPLIPOINT,CAPLIPOINT.NS,NSE:CAPLIPOINT,0.1536255845,1.237711079,3.043277501,6.673195876,,,,
VINATIORGA,VINATIORGA.NS,NSE:VINATIORGA,-0.1329048519,-0.06269242296,0.3477238894,6.441488211,,,,
JBMA,JBMA.NS,NSE:JBMA,-0.2318253772,0.02231362321,15.45179889,17.7181842,,,,
JUBLPHARMA,JUBLPHARMA.NS,NSE:JUBLPHARMA,-0.0964513959,1.541090221,1.541090221,1.541090221,,,,
ABLBL,ABLBL.NS,NSE:ABLBL,0,0,0,0,,,,
TRITURBINE,TRITURBINE.NS,NSE:TRITURBINE,-0.2892267653,0.2697907745,6.397006415,3.870014078,,,,
IRCON,IRCON.NS,NSE:IRCON,-0.2310026385,0.2190310213,3.429331307,3.429331307,,,,
SOBHA,SOBHA.NS,NSE:SOBHA,-0.2111751441,1.364365537,5.978321585,5.147867521,,,,
CONCORDBIO,CONCORDBIO.NS,NSE:CONCORDBIO,-0.2679253765,0.6410540636,0.6410540636,0.6410540636,,,,
RATNAMANI,RATNAMANI.NS,NSE:RATNAMANI,-0.3250475136,-0.03065292096,2.081513665,5.047582878,,,,
AFCONS,AFCONS.NS,NSE:AFCONS,0,0,0,0,,,,
CIEINDIA,CIEINDIA.NS,NSE:CIEINDIA,-0.2462629196,-0.08150307068,-0.08150307068,-0.08150307068,,,,
WHIRLPOOL,WHIRLPOOL.NS,NSE:WHIRLPOOL,-0.3834976145,-0.2352570072,-0.3867058568,0.9687548337,,,,
LMW,LMW.NS,NSE:LMW,0,0,0,0,,,,
CPPLUS,CPPLUS.NS,NSE:CPPLUS,0,0,0,0,,,,
CHOICEIN,CHOICEIN.NS,NSE:CHOICEIN,0.7579550276,2.991234407,2.991234407,2.991234407,,,,
TECHNOE,TECHNOE.NS,NSE:TECHNOE,-0.1229282206,1.706434579,6.138509157,6.138509157,,,,
RBLBANK,RBLBANK.NS,NSE:RBLBANK,0.2934993608,0.149106204,0.6562594726,0.6562594726,,,,
JMFINANCIL,JMFINANCIL.NS,NSE:JMFINANCIL,0.1748329621,0.980058651,1.193632229,2.893886967,,,,
CRAFTSMAN,CRAFTSMAN.NS,NSE:CRAFTSMAN,0.04108683284,0.4487776173,0.4487776173,0.4487776173,,,,
APTUS,APTUS.NS,NSE:APTUS,-0.1077984817,0.1430592396,0.1430592396,0.1430592396,,,,
VGUARD,VGUARD.NS,NSE:VGUARD,-0.1485694976,0.2369497627,1.289218655,4.867877659,,,,
GALLANTT,GALLANTT.NS,NSE:GALLANTT,0.7416393443,6.248908297,19.43076923,27.19532909,,,,
TARIL,TARIL.NS,NSE:TARIL,0.561950924,0.561950924,0.561950924,0.561950924,,,,
KIRLOSBROS,KIRLOSBROS.NS,NSE:KIRLOSBROS,0.1793658306,1.445534838,17.32352941,8.874195146,,,,
SPLPETRO,SPLPETRO.NS,NSE:SPLPETRO,-0.009209163117,0.8281648258,6.132084853,14.11325724,,,,
NUVOCO,NUVOCO.NS,NSE:NUVOCO,0.2648221344,0.1895910781,0.1895910781,0.1895910781,,,,
IGIL,IGIL.NS,NSE:IGIL,0,0,0,0,,,,
PGEL,PGEL.NS,NSE:PGEL,-0.1346214511,2.096568461,72.05592543,28.76939772,,,,
DOMS,DOMS.NS,NSE:DOMS,-0.01091823708,-0.01091823708,-0.01091823708,-0.01091823708,,,,
LTFOODS,LTFOODS.NS,NSE:LTFOODS,-0.02123485286,1.595165239,7.397029703,21.31842105,,,,
ZYDUSWELL,ZYDUSWELL.NS,NSE:ZYDUSWELL,0.1767173312,0.5181129433,0.2785865573,1.918783279,,,,
IFCI,IFCI.NS,NSE:IFCI,-0.1953857246,1.524886878,8.3,1.54214123,,,,
FIVESTAR,FIVESTAR.NS,NSE:FIVESTAR,-0.3260194175,-0.2540830946,-0.2540830946,-0.2540830946,,,,
BATAINDIA,BATAINDIA.NS,NSE:BATAINDIA,-0.1580162283,-0.2639271082,-0.07620874904,1.17568911,,,,
DATAPATTNS,DATAPATTNS.NS,NSE:DATAPATTNS,0.1235640795,0.3615455382,0.3615455382,0.3615455382,,,,
ELGIEQUIP,ELGIEQUIP.NS,NSE:ELGIEQUIP,-0.2966669016,-0.01470878578,3.021353747,6.987355954,,,,
SYRMA,SYRMA.NS,NSE:SYRMA,0.9533113711,0.5831875518,0.5831875518,0.5831875518,,,,
SIGNATURE,SIGNATURE.NS,NSE:SIGNATURE,-0.3128019324,-0.3128019324,-0.3128019324,-0.3128019324,,,,
NATCOPHARM,NATCOPHARM.NS,NSE:NATCOPHARM,-0.3972423546,0.004655274013,-0.03862636743,0.7728350387,,,,
TRIDENT,TRIDENT.NS,NSE:TRIDENT,-0.1908713693,-0.2272126816,3.365671642,6.294264339,,,,
AKZOINDIA,AKZOINDIA.NS,NSE:AKZOINDIA,-0.07371558253,0.3503268495,0.6811155497,1.528606083,,,,
SWANCORP,SWANCORP.NS,NSE:SWANCORP,0,0,0,0,,,,
CUB,CUB.NS,NSE:CUB,0.2652987976,0.6346213292,0.5808669656,1.783524148,,,,
NIVABUPA,NIVABUPA.NS,NSE:NIVABUPA,0,0,0,0,,,,
PCBL,PCBL.NS,NSE:PCBL,-0.2694193062,1.408328154,5.255044391,32.81326353,,,,
ABDL,ABDL.NS,NSE:ABDL,0.4872441828,0.4872441828,0.4872441828,0.4872441828,,,,
GESHIP,GESHIP.NS,NSE:GESHIP,-0.1609378836,0.2460500729,3.22870695,1.802761072,,,,
INTELLECT,INTELLECT.NS,NSE:INTELLECT,0.07481971154,0.4730267673,4.229532164,5.698083765,,,,
BLS,BLS.NS,NSE:BLS,-0.08987603306,0.3481254782,16.03238279,16.03238279,,,,
KSB,KSB.NS,NSE:KSB,-0.05130473242,0.4570031246,8.337251061,6.386363636,,,,
FINEORG,FINEORG.NS,NSE:FINEORG,-0.1060235945,-0.04389651157,0.7751790784,0.7751790784,,,,
INDIAMART,INDIAMART.NS,NSE:INDIAMART,-0.2022566238,-0.1942202022,-0.09569163069,-0.09569163069,,,,
PARADEEP,PARADEEP.NS,NSE:PARADEEP,1.228717829,1.674772886,1.674772886,1.674772886,,,,
ZENTEC,ZENTEC.NS,NSE:ZENTEC,-0.0950737187,1.045358371,19.23152387,19.59520639,,,,
THELEELA,THELEELA.NS,NSE:THELEELA,0,0,0,0,,,,
AGARWALEYE,AGARWALEYE.NS,NSE:AGARWALEYE,0,0,0,0,,,,
RAINBOW,RAINBOW.NS,NSE:RAINBOW,0.003095306651,0.3477440882,0.3477440882,0.3477440882,,,,
RRKABEL,RRKABEL.NS,NSE:RRKABEL,-0.2541832669,0.07016726657,0.07016726657,0.07016726657,,,,
JWL,JWL.NS,NSE:JWL,-0.3758472554,0.1334951456,0.1334951456,0.1334951456,,,,
AARTIIND,AARTIIND.NS,NSE:AARTIIND,-0.3505776419,-0.2296453043,-0.2393488946,2.120917701,,,,
GODREJAGRO,GODREJAGRO.NS,NSE:GODREJAGRO,-0.1026185421,0.4494440403,0.4023728132,0.4023728132,,,,
CEATLTD,CEATLTD.NS,NSE:CEATLTD,0.1544704608,0.6135749557,2.826658565,1.752354086,,,,
KIRLOSENG,KIRLOSENG.NS,NSE:KIRLOSENG,-0.2087215803,0.9693877551,7.899394504,2.364500792,,,,
INDGN,INDGN.NS,NSE:INDGN,-0.1647964796,-0.1647964796,-0.1647964796,-0.1647964796,,,,
CEMPRO,CEMPRO.NS,NSE:CEMPRO,0.4423831609,2.766185375,15.38500507,9.20959596,,,,
ELECON,ELECON.NS,NSE:ELECON,-0.1193894514,0.5365345569,43.89214176,15.53049645,,,,
BLUEDART,BLUEDART.NS,NSE:BLUEDART,-0.2981846131,-0.1436100132,0.9981243162,-0.1999638402,,,,
BELRISE,BELRISE.NS,NSE:BELRISE,0,0,0,0,,,,
NSLNISP,NSLNISP.NS,NSE:NSLNISP,-0.1197502838,-0.1051923077,-0.1051923077,-0.1051923077,,,,
CELLO,CELLO.NS,NSE:CELLO,-0.3340287567,-0.3340287567,-0.3340287567,-0.3340287567,,,,
ACE,ACE.NS,NSE:ACE,-0.2274410716,0.6652988137,15.35164835,29.36734694,,,,
OLECTRA,OLECTRA.NS,NSE:OLECTRA,-0.04742268041,0.3266603766,23.6870229,99.43478261,,,,
LEMONTREE,LEMONTREE.NS,NSE:LEMONTREE,0.3815257799,0.5168589175,5.296500921,5.296500921,,,,
JINDALSAW,JINDALSAW.NS,NSE:JINDALSAW,-0.4295495881,0.2066760962,5.749367089,6.374827109,,,,
NCC,NCC.NS,NSE:NCC,-0.3292055323,0.4010749076,5.151917404,2.00287977,,,,
FINPIPE,FINPIPE.NS,NSE:FINPIPE,-0.2716981132,-0.03936651584,1.137104892,3.117532971,,,,
SUNDARMHLD,SUNDARMHLD.NS,NSE:SUNDARMHLD,0.5136853029,3.946587537,10.03347201,10.03347201,,,,
EMBDL,EMBDL.NS,NSE:EMBDL,-0.2549734485,-0.2549734485,-0.2549734485,-0.2549734485,,,,
BBTC,BBTC.NS,NSE:BBTC,-0.2993889254,0.552065978,0.4328231946,3.020500647,,,,
AAVAS,AAVAS.NS,NSE:AAVAS,-0.1348142676,-0.03291064583,0.1844547983,0.1844547983,,,,
CYIENT,CYIENT.NS,NSE:CYIENT,-0.4056930569,-0.280255358,2.0828125,1.073931324,,,,
USHAMART,USHAMART.NS,NSE:USHAMART,0.2755972696,0.3123628383,16.94,30.69611307,,,,
TEGA,TEGA.NS,NSE:TEGA,0.07288373244,1.133391647,1.133391647,1.133391647,,,,
HOMEFIRST,HOMEFIRST.NS,NSE:HOMEFIRST,-0.06477717695,0.4937161237,0.4937161237,0.4937161237,,,,
IEX,IEX.NS,NSE:IEX,-0.3304191673,0.08036599314,1.234858044,1.234858044,,,,
MGL,MGL.NS,NSE:MGL,-0.3395541731,0.2580852219,0.5511993182,0.5511993182,,,,
FINCABLES,FINCABLES.NS,NSE:FINCABLES,-0.444956133,-0.2508506874,1.976744186,2.555555556,,,,
