Ticker,Symbols,CSVSymbol,1 Year Returns,2 Year Returns,5 Year Returns,10 Year Returns
JINDALSTEL,JINDALSTEL.NS,NSE:JINDALSTEL,0.0412689088,0.5297756041,5.476857491,17.24185249
ZYDUSLIFE,ZYDUSLIFE.NS,NSE:ZYDUSLIFE,-0.01137171286,0.7290958813,1.772389051,1.521328274
RECLTD,RECLTD.NS,NSE:RECLTD,-0.2866359447,0.4309484193,4.414859382,2.968416735
IDBI,IDBI.NS,NSE:IDBI,0.01745962462,0.3169491525,1.838356164,0.1787610619
WAAREEENER,WAAREEENER.NS,NSE:WAAREEENER,0,0,0,0
HAVELLS,HAVELLS.NS,NSE:HAVELLS,-0.2461582789,0.1238545246,1.363444746,5.383895893
UNITDSPR,UNITDSPR.NS,NSE:UNITDSPR,-0.175249501,0,0,0
GMRAIRPORT,GMRAIRPORT.NS,NSE:GMRAIRPORT,-0.04606989191,0.5538461538,3.29787234,5.912547529
JSWENERGY,JSWENERGY.NS,NSE:JSWENERGY,-0.3119752541,0.2939570224,8.73125,5.285467128
INDIANB,INDIANB.NS,NSE:INDIANB,0.2936574462,0.6117428638,11.68493151,4.219842165
BAJAJHFL,BAJAJHFL.NS,NSE:BAJAJHFL,-0.3033471509,0,0,0
INDUSTOWER,INDUSTOWER.NS,NSE:INDUSTOWER,-0.1087441169,0.9333691564,0,0
ICICIGI,ICICIGI.NS,NSE:ICICIGI,-0.1671061885,0.440024317,0.514424998,0
MARICO,MARICO.NS,NSE:MARICO,0.003914590747,0.2184692467,1.058523059,2.546108206
DABUR,DABUR.NS,NSE:DABUR,-0.2203312911,-0.07017860364,0.05983960518,0.8772536879
NAUKRI,NAUKRI.NS,NSE:NAUKRI,-0.1441355732,0.6363700374,1.065318818,7.742319749
LUPIN,LUPIN.NS,NSE:LUPIN,-0.0797571314,0.8082931881,1.050020416,-0.0127571713
IDEA,IDEA.NS,NSE:IDEA,-0.1913123845,-0.2256637168,-0.03846153846,-0.8985507246
BSE,BSE.NS,NSE:BSE,0.6222401929,4.285213631,35.75077774,0
ICICIPRULI,ICICIPRULI.NS,NSE:ICICIPRULI,-0.2415144428,0.03842159917,0.4484007242,0
NHPC,NHPC.NS,NSE:NHPC,-0.08106960951,0.6574162679,3.33,4.296636086
HINDPETRO,HINDPETRO.NS,NSE:HINDPETRO,0.05093567976,1.442818459,2.691129102,2.683753258
NTPCGREEN,NTPCGREEN.NS,NSE:NTPCGREEN,0,0,0,0
SRF,SRF.NS,NSE:SRF,0.1928523125,0.3002591137,2.632993397,11.96956464
ATGL,ATGL.NS,NSE:ATGL,-0.1368887293,0.1366861107,0,0
POWERINDIA,POWERINDIA.NS,NSE:POWERINDIA,0.493376091,3.541597447,19.46972635,0
BHARTIHEXA,BHARTIHEXA.NS,NSE:BHARTIHEXA,0.1711643836,0,0,0
BHEL,BHEL.NS,NSE:BHEL,-0.1316557257,0.900998004,6.976549414,0.8301306687
SBICARD,SBICARD.NS,NSE:SBICARD,0.09427080058,0.1049022098,0.06604582772,0
