Ticker,Symbols,CSVSymbol,1 Year Returns,2 Year Returns,5 Year Returns,10 Year Returns
GILLETTE,GILLETTE.NS,NSE:GILLETTE,0.1341533262,0.6667083344,0.8422143416,1.084571047
GODIGIT,GODIGIT.NS,NSE:GODIGIT,-0.0625,#N/A,#N/A,#N/A
NIACL,NIACL.NS,NSE:NIACL,-0.1715976331,0.3995001785,0.9338924519,#N/A
HONAUT,HONAUT.NS,NSE:HONAUT,-0.2567424082,-0.09521089588,0.1430330966,3.005100373
CDSL,CDSL.NS,NSE:CDSL,0.01620058493,1.357191859,5.72992383,#N/A
LICHSGFIN,LICHSGFIN.NS,NSE:LICHSGFIN,-0.1431509365,0.2602354975,1.233582232,0.3781453042
AJANTPHARM,AJANTPHARM.NS,NSE:AJANTPHARM,-0.1820406323,0.510988194,1.438029615,1.639288571
MSUMI,MSUMI.NS,NSE:MSUMI,0.03404438699,0.1273197087,#N/A,#N/A
ITI,ITI.NS,NSE:ITI,0.1427053824,0.6273323248,1.745214802,12.47390397
NBCC,NBCC.NS,NSE:NBCC,-0.04276622826,1.935467083,6.407091267,1.689153754
APOLLOTYRE,APOLLOTYRE.NS,NSE:APOLLOTYRE,-0.05797519469,0.2979202543,3.225097025,1.679245283
GRSE,GRSE.NS,NSE:GRSE,0.487465645,2.3640987,14.74955908,#N/A
AFFLE,AFFLE.NS,NSE:AFFLE,0.3191718374,0.9566136076,2.707229409,#N/A
IGL,IGL.NS,NSE:IGL,-0.2373116864,-0.08328572056,0.06077404262,3.493321844
KIMS,KIMS.NS,NSE:KIMS,0.3529033444,0.867375149,#N/A,#N/A
GUJGASLTD,GUJGASLTD.NS,NSE:GUJGASLTD,-0.2982740459,-0.009833066545,0.4635795166,3.183170708
SUMICHEM,SUMICHEM.NS,NSE:SUMICHEM,0.005823186871,0.3397579034,0.9685719219,#N/A
HINDCOPPER,HINDCOPPER.NS,NSE:HINDCOPPER,-0.07196855156,0.9498094028,8.399693721,4.763380282
TATATECH,TATATECH.NS,NSE:TATATECH,-0.3683925183,#N/A,#N/A,#N/A
AIAENG,AIAENG.NS,NSE:AIAENG,-0.2894240399,-0.09755087553,0.8032980673,2.17267197
LALPATHLAB,LALPATHLAB.NS,NSE:LALPATHLAB,0.01300202254,0.3959638718,0.8636935904,#N/A
AMBER,AMBER.NS,NSE:AMBER,0.662178531,1.798867238,3.40062548,#N/A
AEGISVOPAK,AEGISVOPAK.NS,NSE:AEGISVOPAK,#N/A,#N/A,#N/A,#N/A
TVSHLTD,TVSHLTD.NS,NSE:TVSHLTD,-0.06851404964,1.329927424,#N/A,#N/A
AEGISLOG,AEGISLOG.NS,NSE:AEGISLOG,0.01911659164,#N/A,#N/A,#N/A
PPLPHARMA,PPLPHARMA.NS,NSE:PPLPHARMA,-0.09699842022,1.062474227,#N/A,#N/A
JBCHEPHARM,JBCHEPHARM.NS,NSE:JBCHEPHARM,-0.118852459,0.2002791347,2.736693461,12.03524062
URBANCO,URBANCO.NS,NSE:URBANCO,#N/A,#N/A,#N/A,#N/A
MINDSPACE.RR,MINDSPACE.RR.NS,NSE:MINDSPACE.RR,#N/A,#N/A,#N/A,#N/A
SYNGENE,SYNGENE.NS,NSE:SYNGENE,-0.28098434,-0.1652490098,0.1362913205,3.003238463
STARHEALTH,STARHEALTH.NS,NSE:STARHEALTH,-0.2638353694,-0.2276129032,#N/A,#N/A
BANDHANBNK,BANDHANBNK.NS,NSE:BANDHANBNK,-0.2383704539,-0.3592014232,-0.3638540031,#N/A
IRB,IRB.NS,NSE:IRB,-0.3162311956,0.3451713396,3.225048924,0.984375
SONACOMS,SONACOMS.NS,NSE:SONACOMS,-0.4362836577,-0.2572883737,#N/A,#N/A
SHYAMMETL,SHYAMMETL.NS,NSE:SHYAMMETL,-0.04393039049,1.035698147,#N/A,#N/A
KIOCL,KIOCL.NS,NSE:KIOCL,0.137755102,0.3504920515,2.96797153,#N/A
OLAELEC,OLAELEC.NS,NSE:OLAELEC,-0.4627831715,#N/A,#N/A,#N/A
EMAMILTD,EMAMILTD.NS,NSE:EMAMILTD,-0.2431423895,0.1225361686,0.6312967405,0.03134813017
PEL,PEL.NS,NSE:PEL,0.0557212076,0.06484962406,-0.05089005236,0.3440094899
FSL,FSL.NS,NSE:FSL,0.1508024789,1.20456621,4.11440678,12.56179775
ZFCVINDIA,ZFCVINDIA.NS,NSE:ZFCVINDIA,-0.2053125985,-0.1530783223,1.177575499,0.8577179672
ANANDRATHI,ANANDRATHI.NS,NSE:ANANDRATHI,0.5298238385,2.654350153,#N/A,#N/A
EMCURE,EMCURE.NS,NSE:EMCURE,-0.08366506283,#N/A,#N/A,#N/A
IKS,IKS.NS,NSE:IKS,#N/A,#N/A,#N/A,#N/A
MANAPPURAM,MANAPPURAM.NS,NSE:MANAPPURAM,0.4062050446,1.088675214,1.082741477,11.77777778
TATACHEM,TATACHEM.NS,NSE:TATACHEM,-0.07262353738,-0.08256003061,2.43974175,4.840794202
DEEPAKNTR,DEEPAKNTR.NS,NSE:DEEPAKNTR,-0.3651878323,-0.1484027875,1.276142259,27.94753577
RAMCOCEM,RAMCOCEM.NS,NSE:RAMCOCEM,0.2273181044,0.1549513705,0.5041381792,2.297570211
EIHOTEL,EIHOTEL.NS,NSE:EIHOTEL,0.0334265548,0.704745167,4.183700735,3.008264463
NAVINFLUOR,NAVINFLUOR.NS,NSE:NAVINFLUOR,0.3900026731,0.05143730131,1.321486148,18.48700866
WOCKPHARMA,WOCKPHARMA.NS,NSE:WOCKPHARMA,0.4642857143,5.397919376,4.976676385,0.1328835571
FORCEMOT,FORCEMOT.NS,NSE:FORCEMOT,1.526468395,3.835839214,17.02127871,#N/A
NXST.RR,NXST.RR.NS,NSE:NXST.RR,#N/A,#N/A,#N/A,#N/A
BAYERCROP,BAYERCROP.NS,NSE:BAYERCROP,-0.1866178274,-0.05584190841,-0.137610157,0.3478549608
WELCORP,WELCORP.NS,NSE:WELCORP,0.2783527539,1.268850353,8.011734694,6.801678445
ABSLAMC,ABSLAMC.NS,NSE:ABSLAMC,0.08208955224,0.937716263,#N/A,#N/A
SKFINDIA,SKFINDIA.NS,NSE:SKFINDIA,-0.1129316911,-0.06059413732,2.300044922,2.793295202
ANANTRAJ,ANANTRAJ.NS,NSE:ANANTRAJ,-0.1019018074,2.102749301,23.89158879,17.943101
PFIZER,PFIZER.NS,NSE:PFIZER,-0.09416959539,0.3093997499,0.02970702725,0.9878576938
KEC,KEC.NS,NSE:KEC,-0.06570733256,0.3432722294,1.856218664,5.449963477
TIMKEN,TIMKEN.NS,NSE:TIMKEN,-0.2003229949,-0.02556657795,1.878311416,4.06497862
AADHARHFC,AADHARHFC.NS,NSE:AADHARHFC,0.07215874925,#N/A,#N/A,#N/A
PTCIL,PTCIL.NS,NSE:PTCIL,0.1447065582,1.812442345,#N/A,#N/A
MRPL,MRPL.NS,NSE:MRPL,-0.298245614,0.387755102,3.838951311,1.494208494
REDINGTON,REDINGTON.NS,NSE:REDINGTON,0.5030239285,0.7991816179,4.073672998,4.091751292
HBLENGINE,HBLENGINE.NS,NSE:HBLENGINE,#N/A,#N/A,#N/A,#N/A
NUVAMA,NUVAMA.NS,NSE:NUVAMA,-0.09842791272,#N/A,#N/A,#N/A
BRIGADE,BRIGADE.NS,NSE:BRIGADE,-0.3153119376,0.549071168,4.708658956,9.182892829
HSCL,HSCL.NS,NSE:HSCL,-0.3005101252,0.8308719401,8.349173554,28.38311688
ATHERENERG,ATHERENERG.NS,NSE:ATHERENERG,#N/A,#N/A,#N/A,#N/A
PNBHOUSING,PNBHOUSING.NS,NSE:PNBHOUSING,-0.1227611388,0.3470980452,2.354022034,#N/A
ERIS,ERIS.NS,NSE:ERIS,0.2343348936,0.973803344,2.126493929,#N/A
CESC,CESC.NS,NSE:CESC,-0.1446830266,0.8384615385,1.654291607,2.208053691
ASTRAZEN,ASTRAZEN.NS,NSE:ASTRAZEN,0.2985877506,0.9078617927,1.079447569,6.522534123
CHALET,CHALET.NS,NSE:CHALET,0.1538548115,0.8761094336,6.378193595,#N/A
SUNTV,SUNTV.NS,NSE:SUNTV,-0.3328252652,-0.08755107146,0.2359385588,0.5324184288
SUNDRMFAST,SUNDRMFAST.NS,NSE:SUNDRMFAST,-0.2547166408,-0.1582807089,1.580242288,5.836532098
DEVYANI,DEVYANI.NS,NSE:DEVYANI,-0.2076450943,-0.1548977136,#N/A,#N/A
CHAMBLFERT,CHAMBLFERT.NS,NSE:CHAMBLFERT,0.08806182632,0.9035758762,2.656869446,8.176672384
CREDITACC,CREDITACC.NS,NSE:CREDITACC,0.09252483011,0.05391776571,0.9807538091,#N/A
ASAHIINDIA,ASAHIINDIA.NS,NSE:ASAHIINDIA,0.1161883873,0.4759909765,3.534653465,5.369958275
JYOTICNC,JYOTICNC.NS,NSE:JYOTICNC,-0.2230596604,#N/A,#N/A,#N/A
PSB,PSB.NS,NSE:PSB,-0.4751439037,-0.3386813187,1.760550459,-0.1922147651
KPIL,KPIL.NS,NSE:KPIL,-0.05936899242,0.9803190223,#N/A,#N/A
ABREL,ABREL.NS,NSE:ABREL,#N/A,#N/A,#N/A,#N/A
SCHNEIDER,SCHNEIDER.NS,NSE:SCHNEIDER,0.1237929703,1.443931121,10.35783995,4.361486486
BIRET.RR,BIRET.RR.NS,NSE:BIRET.RR,#N/A,#N/A,#N/A,#N/A
SAGILITY,SAGILITY.NS,NSE:SAGILITY,#N/A,#N/A,#N/A,#N/A
ONESOURCE,ONESOURCE.NS,NSE:ONESOURCE,#N/A,#N/A,#N/A,#N/A
SARDAEN,SARDAEN.NS,NSE:SARDAEN,0.3524381789,1.690574713,27.94164194,59.70539419
KARURVYSYA,KARURVYSYA.NS,NSE:KARURVYSYA,0.1624733941,0.8779756657,7.101939901,2.296193129
KANSAINER,KANSAINER.NS,NSE:KANSAINER,-0.1902238315,-0.2430461538,-0.2300156495,0.5577154436
MAHSCOOTER,MAHSCOOTER.NS,NSE:MAHSCOOTER,0.4390218885,1.207175176,5.336537072,17.22025974
JSWCEMENT,JSWCEMENT.NS,NSE:JSWCEMENT,#N/A,#N/A,#N/A,#N/A
ANGELONE,ANGELONE.NS,NSE:ANGELONE,-0.1484970667,0.1948302676,#N/A,#N/A
ECLERX,ECLERX.NS,NSE:ECLERX,0.5549514135,1.350279035,8.218521987,4.316676716
JSWHL,JSWHL.NS,NSE:JSWHL,1.204897226,2.869220188,7.024401483,18.60645542
HATSUN,HATSUN.NS,NSE:HATSUN,-0.2420168067,-0.2344253947,0.6617538688,3.302408777
RPOWER,RPOWER.NS,NSE:RPOWER,0.2547837484,1.526121372,17.06415094,0.1250293772
NAVA,NAVA.NS,NSE:NAVA,0.1166467593,2.215223097,25.21771218,18.24952587
CASTROLIND,CASTROLIND.NS,NSE:CASTROLIND,-0.1934140052,0.4742567078,0.8850254984,-0.071265418
BASF,BASF.NS,NSE:BASF,-0.3151120623,0.7970596264,2.321105546,3.332032902
NETWEB,NETWEB.NS,NSE:NETWEB,0.3354992833,3.345500902,#N/A,#N/A
CROMPTON,CROMPTON.NS,NSE:CROMPTON,-0.3139652271,0.04208553416,0.1576755631,#N/A
CAMS,CAMS.NS,NSE:CAMS,-0.1369215423,0.5971427998,#N/A,#N/A
POLYMED,POLYMED.NS,NSE:POLYMED,-0.1734311087,0.414427157,3.316546763,9.090556274
FIRSTCRY,FIRSTCRY.NS,NSE:FIRSTCRY,-0.4080085751,#N/A,#N/A,#N/A
NEULANDLAB,NEULANDLAB.NS,NSE:NEULANDLAB,0.2176793176,2.96452654,14.00943677,17.16214917
BIKAJI,BIKAJI.NS,NSE:BIKAJI,-0.21732911,0.5597637956,#N/A,#N/A
DCMSHRIRAM,DCMSHRIRAM.NS,NSE:DCMSHRIRAM,0.1017893007,0.1361732172,2.417527963,10.16982878
IIFL,IIFL.NS,NSE:IIFL,-0.1181533646,-0.193790686,5.051006711,4.146118721
KAJARIACER,KAJARIACER.NS,NSE:KAJARIACER,-0.2169193089,-0.1398240384,1.369554331,2.042460715
EIDPARRY,EIDPARRY.NS,NSE:EIDPARRY,0.2944514883,1.008619074,2.867243867,6.979158913
KFINTECH,KFINTECH.NS,NSE:KFINTECH,-0.002581120944,1.367355869,#N/A,#N/A
APLLTD,APLLTD.NS,NSE:APLLTD,-0.1939152077,0.23374491,0.009674818597,0.3681718864
CGCL,CGCL.NS,NSE:CGCL,-0.06263603386,0.01444723618,2.681610942,29.42386185
ATUL,ATUL.NS,NSE:ATUL,-0.1825525675,-0.1116881269,0.03623116245,3.179748954
GABRIEL,GABRIEL.NS,NSE:GABRIEL,1.450607903,3.09328891,11.86783042,14.34800714
ZENSARTECH,ZENSARTECH.NS,NSE:ZENSARTECH,0.1231421031,0.5247029983,2.928814383,4.11934912
DEEPAKFERT,DEEPAKFERT.NS,NSE:DEEPAKFERT,0.4717400764,1.464378238,9.569444444,11.2633148
ARE&M,ARE&M.NS,NSE:ARE&M,-0.2667975567,0.5836343647,0.4185424873,0.02746216946
SAILIFE,SAILIFE.NS,NSE:SAILIFE,#N/A,#N/A,#N/A,#N/A
MANYAVAR,MANYAVAR.NS,NSE:MANYAVAR,-0.4662241888,-0.4571771411,#N/A,#N/A
VENTIVE,VENTIVE.NS,NSE:VENTIVE,#N/A,#N/A,#N/A,#N/A
CARBORUNIV,CARBORUNIV.NS,NSE:CARBORUNIV,-0.3543975242,-0.1839404391,2.928918591,5.184571246
GRINDWELL,GRINDWELL.NS,NSE:GRINDWELL,-0.3042442293,-0.2127864433,2.116744496,3.443478261
ACMESOLAR,ACMESOLAR.NS,NSE:ACMESOLAR,#N/A,#N/A,#N/A,#N/A
BEML,BEML.NS,NSE:BEML,0.1314597502,0.880831489,6.15653897,2.485603989
GMDCLTD,GMDCLTD.NS,NSE:GMDCLTD,0.7227041168,1.334328358,14.20291616,7.713091922
CENTURYPLY,CENTURYPLY.NS,NSE:CENTURYPLY,-0.1163666121,0.2676684668,3.982159336,4.158280255
UTIAMC,UTIAMC.NS,NSE:UTIAMC,0.08530142946,0.7695864209,#N/A,#N/A
TRAVELFOOD,TRAVELFOOD.NS,NSE:TRAVELFOOD,#N/A,#N/A,#N/A,#N/A
TBOTEK,TBOTEK.NS,NSE:TBOTEK,-0.08768720704,#N/A,#N/A,#N/A
GSPL,GSPL.NS,NSE:GSPL,-0.1995290618,0.1341527656,0.6548808609,1.805821025
GPIL,GPIL.NS,NSE:GPIL,0.3554521546,1.19079539,8.973948642,35.36363636
CAPLIPOINT,CAPLIPOINT.NS,NSE:CAPLIPOINT,0.1839789888,1.258856542,3.186089702,6.745704467
VINATIORGA,VINATIORGA.NS,NSE:VINATIORGA,-0.1143491965,-0.06601640193,0.474979562,6.415098421
JBMA,JBMA.NS,NSE:JBMA,-0.2113564669,0.05692338559,16.82692773,18.35187615
JUBLPHARMA,JUBLPHARMA.NS,NSE:JUBLPHARMA,-0.1105737705,1.566158212,#N/A,#N/A
ABLBL,ABLBL.NS,NSE:ABLBL,#N/A,#N/A,#N/A,#N/A
TRITURBINE,TRITURBINE.NS,NSE:TRITURBINE,-0.2819069578,0.2956074881,6.645487365,3.969028625
IRCON,IRCON.NS,NSE:IRCON,-0.2235446873,0.2506099686,3.596464258,#N/A
SOBHA,SOBHA.NS,NSE:SOBHA,-0.2302802093,1.364215333,6.09104834,5.147476957
CONCORDBIO,CONCORDBIO.NS,NSE:CONCORDBIO,-0.3199571851,0.6325893082,#N/A,#N/A
RATNAMANI,RATNAMANI.NS,NSE:RATNAMANI,-0.3286180333,-0.0381934217,2.151866152,5.000539044
AFCONS,AFCONS.NS,NSE:AFCONS,#N/A,#N/A,#N/A,#N/A
CIEINDIA,CIEINDIA.NS,NSE:CIEINDIA,-0.2722118802,-0.1047153118,#N/A,#N/A
WHIRLPOOL,WHIRLPOOL.NS,NSE:WHIRLPOOL,-0.3526238352,-0.2068975876,-0.3510643528,1.041763341
LMW,LMW.NS,NSE:LMW,#N/A,#N/A,#N/A,#N/A
CPPLUS,CPPLUS.NS,NSE:CPPLUS,#N/A,#N/A,#N/A,#N/A
CHOICEIN,CHOICEIN.NS,NSE:CHOICEIN,0.7535545024,2.92043539,#N/A,#N/A
TECHNOE,TECHNOE.NS,NSE:TECHNOE,-0.08821518122,1.738118521,6.240755107,#N/A
RBLBANK,RBLBANK.NS,NSE:RBLBANK,0.2537341299,0.1297581493,0.7021546261,#N/A
JMFINANCIL,JMFINANCIL.NS,NSE:JMFINANCIL,0.3551438399,1.033431085,1.291473893,2.998846597
CRAFTSMAN,CRAFTSMAN.NS,NSE:CRAFTSMAN,0.04796586762,0.453271278,#N/A,#N/A
APTUS,APTUS.NS,NSE:APTUS,-0.1325431034,0.1388152078,#N/A,#N/A
VGUARD,VGUARD.NS,NSE:VGUARD,-0.1775910364,0.2011127475,1.23100304,4.697873001
GALLANTT,GALLANTT.NS,NSE:GALLANTT,0.7346278317,6.31441048,20.6828479,27.45010616
TARIL,TARIL.NS,NSE:TARIL,0.6211002261,#N/A,#N/A,#N/A
KIRLOSBROS,KIRLOSBROS.NS,NSE:KIRLOSBROS,0.1559681233,1.428851816,17.86612673,8.806835067
SPLPETRO,SPLPETRO.NS,NSE:SPLPETRO,-0.005424433031,0.8303950722,6.817744716,14.13169447
NUVOCO,NUVOCO.NS,NSE:NUVOCO,0.2580690429,0.1902549124,#N/A,#N/A
IGIL,IGIL.NS,NSE:IGIL,#N/A,#N/A,#N/A,#N/A
PGEL,PGEL.NS,NSE:PGEL,-0.08905228758,2.146517666,76.97202797,29.24959305
DOMS,DOMS.NS,NSE:DOMS,-0.0241078598,#N/A,#N/A,#N/A
LTFOODS,LTFOODS.NS,NSE:LTFOODS,0.006244940442,1.6624847,8.130115425,21.89736842
ZYDUSWELL,ZYDUSWELL.NS,NSE:ZYDUSWELL,0.1378166611,0.506971414,0.29851606,1.89736214
IFCI,IFCI.NS,NSE:IFCI,-0.1900382057,1.590045249,8.954782609,1.607744875
FIVESTAR,FIVESTAR.NS,NSE:FIVESTAR,-0.33804952,-0.2492836676,#N/A,#N/A
BATAINDIA,BATAINDIA.NS,NSE:BATAINDIA,-0.1406075028,-0.2491286003,-0.05469802533,1.219430637
DATAPATTNS,DATAPATTNS.NS,NSE:DATAPATTNS,0.08343589443,0.342662083,#N/A,#N/A
ELGIEQUIP,ELGIEQUIP.NS,NSE:ELGIEQUIP,-0.2898981324,-0.009081934847,3.044319098,7.032970551
SYRMA,SYRMA.NS,NSE:SYRMA,0.846430984,0.509989872,#N/A,#N/A
SIGNATURE,SIGNATURE.NS,NSE:SIGNATURE,-0.2934055432,#N/A,#N/A,#N/A
NATCOPHARM,NATCOPHARM.NS,NSE:NATCOPHARM,-0.4051305193,0.009840895698,0.005751511239,0.7819856917
TRIDENT,TRIDENT.NS,NSE:TRIDENT,-0.1769716955,-0.2087186262,3.792,6.46882793
AKZOINDIA,AKZOINDIA.NS,NSE:AKZOINDIA,-0.0772281531,0.354033801,0.6747602731,1.535547677
SWANCORP,SWANCORP.NS,NSE:SWANCORP,-0.1871000337,0.6562017499,3.19374457,5.594262295
CUB,CUB.NS,NSE:CUB,0.2039760028,0.5819165379,0.531039641,1.693775497
NIVABUPA,NIVABUPA.NS,NSE:NIVABUPA,#N/A,#N/A,#N/A,#N/A
PCBL,PCBL.NS,NSE:PCBL,-0.2483009476,1.440335612,5.731527516,33.26265271
ABDL,ABDL.NS,NSE:ABDL,0.520869068,#N/A,#N/A,#N/A
GESHIP,GESHIP.NS,NSE:GESHIP,-0.1586974943,0.2670150705,3.353727292,1.849917988
INTELLECT,INTELLECT.NS,NSE:INTELLECT,0.08467638782,0.4550446122,4.303977983,5.616316085
BLS,BLS.NS,NSE:BLS,-0.08234695176,0.3791124713,15.72853828,#N/A
KSB,KSB.NS,NSE:KSB,-0.06779754669,0.4324650183,8.182995863,6.261966253
FINEORG,FINEORG.NS,NSE:FINEORG,-0.09719381263,-0.03016556124,0.9249522661,#N/A
INDIAMART,INDIAMART.NS,NSE:INDIAMART,-0.2160709884,-0.190930059,-0.009776449343,#N/A
PARADEEP,PARADEEP.NS,NSE:PARADEEP,1.046941176,1.431726066,#N/A,#N/A
ZENTEC,ZENTEC.NS,NSE:ZENTEC,-0.05545237464,1.118487173,20.63403106,20.33155792
THELEELA,THELEELA.NS,NSE:THELEELA,#N/A,#N/A,#N/A,#N/A
AGARWALEYE,AGARWALEYE.NS,NSE:AGARWALEYE,#N/A,#N/A,#N/A,#N/A
RAINBOW,RAINBOW.NS,NSE:RAINBOW,0.03527949402,0.3694085788,#N/A,#N/A
RRKABEL,RRKABEL.NS,NSE:RRKABEL,-0.2342951166,0.1035358882,#N/A,#N/A
JWL,JWL.NS,NSE:JWL,-0.3865406007,0.1473647712,#N/A,#N/A
AARTIIND,AARTIIND.NS,NSE:AARTIIND,-0.3268979911,-0.2200725514,-0.2203867849,2.159699543
GODREJAGRO,GODREJAGRO.NS,NSE:GODREJAGRO,-0.07050543826,0.5097163047,0.4829029295,#N/A
CEATLTD,CEATLTD.NS,NSE:CEATLTD,0.1829972901,0.616742756,2.93190959,1.757757559
KIRLOSENG,KIRLOSENG.NS,NSE:KIRLOSENG,-0.228736049,0.9729952587,8.059157596,2.370663849
INDGN,INDGN.NS,NSE:INDGN,-0.1705196029,#N/A,#N/A,#N/A
CEMPRO,CEMPRO.NS,NSE:CEMPRO,0.4506581854,2.823940382,16.01554404,9.366161616
ELECON,ELECON.NS,NSE:ELECON,-0.08033746295,0.5953379216,47.4775641,16.16312057
BLUEDART,BLUEDART.NS,NSE:BLUEDART,-0.3005761747,-0.1424934682,1.09492635,-0.1989207683
BELRISE,BELRISE.NS,NSE:BELRISE,#N/A,#N/A,#N/A,#N/A
NSLNISP,NSLNISP.NS,NSE:NSLNISP,-0.09594308787,-0.09576923077,#N/A,#N/A
CELLO,CELLO.NS,NSE:CELLO,-0.29894785,#N/A,#N/A,#N/A
ACE,ACE.NS,NSE:ACE,-0.1993215176,0.7257330448,16.1460341,30.46938776
OLECTRA,OLECTRA.NS,NSE:OLECTRA,-0.02017798925,0.3685030972,26.01214575,102.6024845
LEMONTREE,LEMONTREE.NS,NSE:LEMONTREE,0.3601304071,0.5177462289,5.382462687,#N/A
JINDALSAW,JINDALSAW.NS,NSE:JINDALSAW,-0.4021075984,0.2198019802,5.859688196,6.455048409
NCC,NCC.NS,NSE:NCC,-0.325963521,0.4275445079,6.118592965,2.059611231
FINPIPE,FINPIPE.NS,NSE:FINPIPE,-0.2860567184,-0.04312217195,1.154998471,3.101435221
SUNDARMHLD,SUNDARMHLD.NS,NSE:SUNDARMHLD,0.5069329602,4.02161933,10.42113382,#N/A
EMBDL,EMBDL.NS,NSE:EMBDL,-0.2222576785,#N/A,#N/A,#N/A
BBTC,BBTC.NS,NSE:BBTC,-0.2762285473,0.5686437854,0.4974750487,3.063444109
AAVAS,AAVAS.NS,NSE:AAVAS,-0.1257866603,-0.02093777647,0.2571947895,#N/A
CYIENT,CYIENT.NS,NSE:CYIENT,-0.4166178767,-0.2730202158,2.230748446,1.094779257
USHAMART,USHAMART.NS,NSE:USHAMART,0.2611972131,0.2977322604,16.99188641,30.34275618
TEGA,TEGA.NS,NSE:TEGA,0.04148566464,1.097091625,#N/A,#N/A
HOMEFIRST,HOMEFIRST.NS,NSE:HOMEFIRST,-0.02271587797,0.5093215796,#N/A,#N/A
IEX,IEX.NS,NSE:IEX,-0.3977106571,0.09927563858,1.267536961,#N/A
MGL,MGL.NS,NSE:MGL,-0.3209461208,0.2956105268,0.6038139478,#N/A
FINCABLES,FINCABLES.NS,NSE:FINCABLES,-0.4569809714,-0.2477655279,2.047233964,2.570198105
GRANULES,GRANULES.NS,NSE:GRANULES,-0.06729739379,0.5655430712,0.4489739323,2.794480755
MINDACORP,MINDACORP.NS,NSE:MINDACORP,-0.08495620376,0.6513198281,6.808417997,6.265361242
NEWGEN,NEWGEN.NS,NSE:NEWGEN,-0.3355631553,1.055431548,7.419047619,#N/A
RITES,RITES.NS,NSE:RITES,-0.2825453546,0.05916487441,1.162827312,#N/A
JPPOWER,JPPOWER.NS,NSE:JPPOWER,0.03265765766,0.7383886256,7.733333333,1.717037037
GRINFRA,GRINFRA.NS,NSE:GRINFRA,-0.2295687145,0.03125502169,#N/A,#N/A
TITAGARH,TITAGARH.NS,NSE:TITAGARH,-0.3006297898,0.2167656766,#N/A,#N/A
INGERRAND,INGERRAND.NS,NSE:INGERRAND,-0.0191004313,0.3452308524,5.780816083,4.329762303
RAILTEL,RAILTEL.NS,NSE:RAILTEL,-0.1841740429,0.6776315789,#N/A,#N/A
GRAVITA,GRAVITA.NS,NSE:GRAVITA,-0.3135309438,1.100702132,33.9947313,57.67491166
ALIVUS,ALIVUS.NS,NSE:ALIVUS,#N/A,#N/A,#N/A,#N/A
ANURAS,ANURAS.NS,NSE:ANURAS,0.4936369725,0.2629552019,#N/A,#N/A
VTL,VTL.NS,NSE:VTL,-0.1148805749,0.07028753994,1.844382557,1.208364097
CLEAN,CLEAN.NS,NSE:CLEAN,-0.2611382114,-0.1954959102,#N/A,#N/A
INDIACEM,INDIACEM.NS,NSE:INDIACEM,0.04300341297,0.6408934708,2.291684619,3.967490247
VIKRAMSOLR,VIKRAMSOLR.NS,NSE:VIKRAMSOLR,#N/A,#N/A,#N/A,#N/A
CCL,CCL.NS,NSE:CCL,0.2140488597,0.4107100731,2.575129534,2.835792174
ACUTAAS,ACUTAAS.NS,NSE:ACUTAAS,#N/A,#N/A,#N/A,#N/A
PRUDENT,PRUDENT.NS,NSE:PRUDENT,0.1686217314,1.414360122,#N/A,#N/A
SBFC,SBFC.NS,NSE:SBFC,0.05737549706,0.3342891278,#N/A,#N/A
SUDARSCHEM,SUDARSCHEM.NS,NSE:SUDARSCHEM,0.4606957525,2.187585195,2.431151242,13.89465948
JYOTHYLAB,JYOTHYLAB.NS,NSE:JYOTHYLAB,-0.4068423486,-0.07909847832,1.29434907,1.092302674
WELSPUNLIV,WELSPUNLIV.NS,NSE:WELSPUNLIV,-0.2962045729,-0.001633986928,1.057239057,0.4682205935
BANCOINDIA,BANCOINDIA.NS,NSE:BANCOINDIA,1.40620384,2.503225806,18.44842407,12.93498717
SAMMAANCAP,SAMMAANCAP.NS,NSE:SAMMAANCAP,-0.1812900883,#N/A,#N/A,#N/A
SANOFICONR,SANOFICONR.NS,NSE:SANOFICONR,-0.01173927993,#N/A,#N/A,#N/A
ENGINERSIN,ENGINERSIN.NS,NSE:ENGINERSIN,-0.0671437688,0.4261324042,2.215239592,1.182933333
BLUEJET,BLUEJET.NS,NSE:BLUEJET,0.2955021917,#N/A,#N/A,#N/A
RELAXO,RELAXO.NS,NSE:RELAXO,-0.444072745,-0.4946367356,-0.2772418156,0.7279189353
SANOFI,SANOFI.NS,NSE:SANOFI,-0.3064073036,-0.2960542992,-0.4039585072,0.2002833235
ZEEL,ZEEL.NS,NSE:ZEEL,-0.07247742442,-0.5502760327,-0.3794588915,-0.6921152092
J&KBANK,J&KBANK.NS,NSE:J&KBANK,-0.02935222672,-0.02188224386,6.103703704,0.1392008639
SHRIPISTON,SHRIPISTON.NS,NSE:SHRIPISTON,0.1526866466,1.499279054,8.935040122,#N/A
CARTRADE,CARTRADE.NS,NSE:CARTRADE,1.468857333,3.442394613,#N/A,#N/A
INTERISE,INTERISE.NS,NSE:INTERISE,#N/A,#N/A,#N/A,#N/A
ABFRL,ABFRL.NS,NSE:ABFRL,-0.2943563826,0.1236434581,0.869168357,0.1723918575
CHENNPETRO,CHENNPETRO.NS,NSE:CHENNPETRO,-0.1777170945,0.4747771574,10.22744221,2.331710555
TTML,TTML.NS,NSE:TTML,-0.345251782,-0.4197656648,19.33928571,8.701873935
